"method","path","callsite_count","source_files","representative_line","laravel_status","laravel_methods","laravel_handlers","aspnet_status","aspnet_methods","aspnet_controllers"
"GET","/api/v2/admin/enterprise/monitoring","1","admin/api/adminApi.ts","1090","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'monitoring']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/enterprise/monitoring/health","1","admin/api/adminApi.ts","1093","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'healthCheck']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/enterprise/monitoring/health-history","1","admin/api/adminApi.ts","1177","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'healthCheckHistory']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/enterprise/monitoring/log-files","1","admin/api/adminApi.ts","1164","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'logFiles']","exists","GET","AdminExplicitParity"
"DELETE","/api/v2/admin/enterprise/monitoring/log-files/{id}","1","admin/api/adminApi.ts","1170","exists","DELETE","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'clearLogFile']","exists","DELETE","AdminExplicitParity"
"GET","/api/v2/admin/enterprise/monitoring/log-files/{id}","2","admin/api/adminApi.ts;admin/modules/enterprise/LogFiles.tsx","1167","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'viewLogFile']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/enterprise/monitoring/logs","1","admin/api/adminApi.ts","1097","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'logs']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/enterprise/monitoring/requirements","1","admin/api/adminApi.ts","1174","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'systemRequirements']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/enterprise/permissions","1","admin/api/adminApi.ts","1061","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'permissions']","exists-compatibility","GET","AdminCompatibility3"
"GET","/api/v2/admin/enterprise/roles","1","admin/api/adminApi.ts","1046","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'roles']","exists-compatibility","GET","AdminCompatibility3"
"POST","/api/v2/admin/enterprise/roles","1","admin/api/adminApi.ts","1052","exists","POST","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'createRole']","exists-compatibility","POST","AdminCompatibility3"
"DELETE","/api/v2/admin/enterprise/roles/{id}","1","admin/api/adminApi.ts","1058","exists","DELETE","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'deleteRole']","exists-compatibility","DELETE","AdminCompatibility3"
"GET","/api/v2/admin/enterprise/roles/{id}","1","admin/api/adminApi.ts","1049","exists","GET","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'showRole']","exists-compatibility","GET","AdminCompatibility3"
"PUT","/api/v2/admin/enterprise/roles/{id}","1","admin/api/adminApi.ts","1055","exists","PUT","[\App\Http\Controllers\Api\AdminEnterpriseController::class, 'updateRole']","exists-compatibility","PUT","AdminCompatibility3"
"GET","/api/v2/admin/events","1","admin/modules/events/EventsAdmin.tsx","253","exists","GET","[\App\Http\Controllers\Api\AdminEventsController::class, 'index']","exists","GET","AdminEvents"
"POST","/api/v2/admin/events/{id}/approve","1","admin/modules/events/EventsAdmin.tsx","311","exists","POST","[\App\Http\Controllers\Api\AdminEventsController::class, 'approve']","exists","POST","AdminEvents"
"POST","/api/v2/admin/events/{id}/archive","1","admin/modules/events/EventsAdmin.tsx","311","exists","POST","[\App\Http\Controllers\Api\AdminEventsController::class, 'archive']","exists","POST","AdminEvents"
"POST","/api/v2/admin/events/{id}/cancel","1","admin/modules/events/EventsAdmin.tsx","311","exists","POST","[\App\Http\Controllers\Api\AdminEventsController::class, 'cancel']","exists","POST","AdminEvents"
"POST","/api/v2/admin/events/{id}/complete","1","admin/modules/events/EventsAdmin.tsx","311","exists","POST","[\App\Http\Controllers\Api\AdminEventsController::class, 'complete']","exists","POST","AdminEvents"
"POST","/api/v2/admin/events/{id}/postpone","1","admin/modules/events/EventsAdmin.tsx","311","exists","POST","[\App\Http\Controllers\Api\AdminEventsController::class, 'postpone']","exists","POST","AdminEvents"
"POST","/api/v2/admin/events/{id}/reject","1","admin/modules/events/EventsAdmin.tsx","311","exists","POST","[\App\Http\Controllers\Api\AdminEventsController::class, 'reject']","exists","POST","AdminEvents"
"POST","/api/v2/admin/events/{id}/restore","1","admin/modules/events/EventsAdmin.tsx","311","exists","POST","[\App\Http\Controllers\Api\AdminEventsController::class, 'restore']","exists","POST","AdminEvents"
"GET","/api/v2/admin/fadp/consent-ledger","2","admin/modules/legal/FadpAdminPage.tsx","218","exists","GET","[\App\Http\Controllers\Api\FadpComplianceController::class, 'exportConsentLedger']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/fadp/processing-activities","1","admin/modules/legal/FadpAdminPage.tsx","194","exists","GET","[\App\Http\Controllers\Api\FadpComplianceController::class, 'getProcessingActivities']","exists","GET","AdminExplicitParity"
"POST","/api/v2/admin/fadp/processing-activities","1","admin/modules/legal/FadpAdminPage.tsx","290","exists","POST","[\App\Http\Controllers\Api\FadpComplianceController::class, 'upsertProcessingActivity']","exists","POST","AdminExplicitParity"
"DELETE","/api/v2/admin/fadp/processing-activities/{id}","1","admin/modules/legal/FadpAdminPage.tsx","311","exists","DELETE","[\App\Http\Controllers\Api\FadpComplianceController::class, 'deleteProcessingActivity']","exists","DELETE","AdminExplicitParity"
"GET","/api/v2/admin/fadp/processing-register","2","admin/modules/legal/FadpAdminPage.tsx","229","exists","GET","[\App\Http\Controllers\Api\FadpComplianceController::class, 'processingRegister']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/fadp/retention-config","1","admin/modules/legal/FadpAdminPage.tsx","206","exists","GET","[\App\Http\Controllers\Api\FadpComplianceController::class, 'getRetentionConfig']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/fadp/retention-config","1","admin/modules/legal/FadpAdminPage.tsx","330","exists","PUT","[\App\Http\Controllers\Api\FadpComplianceController::class, 'updateRetentionConfig']","exists","PUT","AdminExplicitParity"
"UNRESOLVED","/api/v2/admin/federation/activity","1","admin/api/adminApi.ts","1678","exists-unambiguous-method","GET","[\App\Http\Controllers\Api\AdminFederationController::class, 'activityFeed']","exists-unambiguous-method","GET","AdminExplicitParity"
"GET","/api/v2/admin/federation/aggregate-consent","1","admin/api/adminApi.ts","1744","exists","GET","[\App\Http\Controllers\Api\AdminFederationAggregateController::class, 'consent']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/federation/aggregate-consent","1","admin/api/adminApi.ts","1749","exists","PUT","[\App\Http\Controllers\Api\AdminFederationAggregateController::class, 'updateConsent']","exists","PUT","AdminExplicitParity"
"UNRESOLVED","/api/v2/admin/federation/aggregate-consent/audit-log","1","admin/api/adminApi.ts","1770","exists-unambiguous-method","GET","[\App\Http\Controllers\Api\AdminFederationAggregateController::class, 'auditLog']","exists-unambiguous-method","GET","AdminExplicitParity"
"GET","/api/v2/admin/federation/aggregate-consent/preview","1","admin/api/adminApi.ts","1777","exists","GET","[\App\Http\Controllers\Api\AdminFederationAggregateController::class, 'preview']","exists","GET","AdminExplicitParity"
"POST","/api/v2/admin/federation/aggregate-consent/rotate-secret","1","admin/api/adminApi.ts","1757","exists","POST","[\App\Http\Controllers\Api\AdminFederationAggregateController::class, 'rotateSecret']","exists","POST","AdminExplicitParity"
"GET","/api/v2/admin/federation/analytics","1","admin/api/adminApi.ts","1638","exists","GET","[\App\Http\Controllers\Api\AdminFederationController::class, 'analytics']","exists-compatibility","GET","AdminCompatibility2"
"UNRESOLVED","/api/v2/admin/federation/analytics/overview","1","admin/api/adminApi.ts","1718","exists-unambiguous-method","GET","[\App\Http\Controllers\Api\AdminFederationAnalyticsController::class, 'overview']","exists-unambiguous-method","GET","AdminExplicitParity"
"GET","/api/v2/admin/federation/api-keys","1","admin/api/adminApi.ts","1640","exists","GET","[\App\Http\Controllers\Api\AdminFederationController::class, 'apiKeys']","exists","GET","Federation"
"POST","/api/v2/admin/federation/api-keys","1","admin/api/adminApi.ts","1643","exists","POST","[\App\Http\Controllers\Api\AdminFederationController::class, 'createApiKey']","exists","POST","Federation"
"POST","/api/v2/admin/federation/api-keys/{id}/revoke","1","admin/api/adminApi.ts","1646","exists","POST","[\App\Http\Controllers\Api\AdminFederationController::class, 'revokeApiKey']","exists","POST","AdminExplicitParity"
"GET","/api/v2/admin/federation/available-tenants","1","admin/modules/federation/Neighborhoods.tsx","99","exists","GET","[\App\Http\Controllers\Api\AdminFederationNeighborhoodsController::class, 'availableTenants']","exists-compatibility","GET","ReactFrontendCompatibility"
"GET","/api/v2/admin/federation/cc-config","1","admin/modules/federation/CreditCommonsConfig.tsx","69","exists","GET","[\App\Http\Controllers\Api\AdminCcConfigController::class, 'show']","exists","GET","AdminExplicitParity"
"PUT","/api/v2/admin/federation/cc-config","1","admin/modules/federation/CreditCommonsConfig.tsx","107","exists","PUT","[\App\Http\Controllers\Api\AdminCcConfigController::class, 'update']","exists","PUT","AdminExplicitParity"
"GET","/api/v2/admin/federation/credit-agreements","1","admin/modules/federation/CreditAgreements.tsx","175","exists","GET","[\App\Http\Controllers\Api\AdminFederationCreditAgreementsController::class, 'index']","exists-compatibility","GET","AdminExplicitParity;ReactFrontendCompatibility"
"POST","/api/v2/admin/federation/credit-agreements","1","admin/modules/federation/CreditAgreements.tsx","242","exists","POST","[\App\Http\Controllers\Api\AdminFederationCreditAgreementsController::class, 'store']","exists","POST","AdminExplicitParity"
"POST","/api/v2/admin/federation/credit-agreements/{id}/{id}","1","admin/modules/federation/CreditAgreements.tsx","268","exists","POST","[\App\Http\Controllers\Api\AdminFederationCreditAgreementsController::class, 'action']","exists-compatibility","PUT","ReactFrontendCompatibility"
"GET","/api/v2/admin/federation/credit-agreements/{id}/transactions","1","admin/api/adminApi.ts","1696","exists","GET","[\App\Http\Controllers\Api\AdminFederationCreditAgreementsController::class, 'transactions']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/federation/credit-balances","1","admin/api/adminApi.ts","1699","exists","GET","[\App\Http\Controllers\Api\AdminFederationCreditAgreementsController::class, 'balances']","exists","GET","AdminExplicitParity"
"GET","/api/v2/admin/federation/data","1","admin/api/adminApi.ts","1648","exists","GET","[\App\Http\Controllers\Api\AdminFederationController::class, 'dataManagement']","exists-compatibility","GET","AdminCompatibility2"
"POST","/api/v2/admin/federation/data/export","1","admin/api/adminApi.ts","1722","exists","POST","[\App\Http\Controllers\Api\AdminFederationDataController::class, 'export']","exists","POST","AdminExplicitParity"
"POST","/api/v2/admin/federation/data/import","1","admin/api/adminApi.ts","1735","exists","POST","[\App\Http\Controllers\Api\AdminFederationDataController::class, 'import']","exists","POST","AdminExplicitParity"
"POST","/api/v2/admin/federation/data/purge","1","admin/api/adminApi.ts","1739","exists","POST","[\App\Http\Controllers\Api\AdminFederationDataController::class, 'purge']","exists","POST","AdminExplicitParity"
"GET","/api/v2/admin/federation/directory","1","admin/api/adminApi.ts","1619","exists","GET","[\App\Http\Controllers\Api\AdminFederationController::class, 'directory']","exists-compatibility","GET","AdminCompatibility2"
"GET","/api/v2/admin/federation/directory/profile","1","admin/api/adminApi.ts","1624","exists","GET","[\App\Http\Controllers\Api\AdminFederationController::class, 'profile']","exists-compatibility","GET","AdminCompatibility2"
"PUT","/api/v2/admin/federation/directory/profile","1","admin/api/adminApi.ts","1627","exists","PUT","[\App\Http\Controllers\Api\AdminFederationController::class, 'updateProfile']","exists-compatibility","PUT","AdminCompatibility2"
"GET","/api/v2/admin/federation/external-partners","1","admin/modules/federation/ExternalPartners.tsx","191","exists","GET","[\App\Http\Controllers\Api\AdminFederationExternalPartnersController::class, 'index']","exists","GET","AdminFederationExternalPartners"
"POST","/api/v2/admin/federation/external-partners","1","admin/modules/federation/ExternalPartners.tsx","276","exists","POST","[\App\Http\Controllers\Api\AdminFederationExternalPartnersController::class, 'store']","exists","POST","AdminFederationExternalPartners"
"DELETE","/api/v2/admin/federation/external-partners/{id}","1","admin/modules/federation/ExternalPartners.tsx","303","exists","DELETE","[\App\Http\Controllers\Api\AdminFederationExternalPartnersController::class, 'destroy']","exists","DELETE","AdminFederationExternalPartners"
"PUT","/api/v2/admin/federation/external-partners/{id}","1","admin/modules/federation/ExternalPartners.tsx","274","exists","PUT","[\App\Http\Controllers\Api\AdminFederationExternalPartnersController::class, 'update']","exists","PUT","AdminFederationExternalPartners"
"POST","/api/v2/admin/federation/external-partners/{id}/health-check","1","admin/modules/federation/ExternalPartners.tsx","322","exists","POST","[\App\Http\Controllers\Api\AdminFederationExternalPartnersController::class, 'healthCheck']","exists","POST","AdminFederationExternalPartners"
"GET","/api/v2/admin/federation/external-partners/{id}/logs","1","admin/modules/federation/ExternalPartners.tsx","360","exists","GET","[\App\Http\Controllers\Api\AdminFederationExternalPartnersController::class, 'logs']","exists","GET","AdminFederationExternalPartners"
"GET","/api/v2/admin/federation/neighborhoods","1","admin/modules/federation/Neighborhoods.tsx","98","exists","GET","[\App\Http\Controllers\Api\AdminFederationNeighborhoodsController::class, 'index']","exists-compatibility","GET","ReactFrontendCompatibility"
"POST","/api/v2/admin/federation/neighborhoods","1","admin/modules/federation/Neighborhoods.tsx","129","exists","POST","[\App\Http\Controllers\Api\AdminFederationNeighborhoodsController::class, 'store']","exists-compatibility","POST","ReactFrontendCompatibility"
"DELETE","/api/v2/admin/federation/neighborhoods/{id}","1","admin/modules/federation/Neighborhoods.tsx","192","exists","DELETE","[\App\Http\Controllers\Api\AdminFederationNeighborhoodsController::class, 'destroy']","exists-compatibility","DELETE","ReactFrontendCompatibility"
"POST","/api/v2/admin/federation/neighborhoods/{id}/tenants","1","admin/modules/federation/Neighborhoods.tsx","152","exists","POST","[\App\Http\Controllers\Api\AdminFederationNeighborhoodsController::class, 'addTenant']","exists-compatibility","POST","ReactFrontendCompatibility"
"DELETE","/api/v2/admin/federation/neighborhoods/{id}/tenants/{id}","1","admin/modules/federation/Neighborhoods.tsx","174","exists","DELETE","[\App\Http\Controllers\Api\AdminFederationNeighborhoodsController::class, 'removeTenant']","exists-compatibility","DELETE","ReactFrontendCompatibility"
"GET","/api/v2/admin/federation/partners","1","admin/modules/federation/CreditAgreements.tsx","176","exists","GET","[\App\Http\Controllers\Api\AdminFederationCreditAgreementsController::class, 'partners']","exists","GET","Federation"
"GET","/api/v2/admin/federation/partnerships","1","admin/api/adminApi.ts","1604","exists","GET","[\App\Http\Controllers\Api\AdminFederationController::class, 'partnerships']","exists-compatibility","GET","AdminCompatibility2"
